	S15	S3	S17	S18	S10	S30	S2	S11	S20	S26	S16	S35	S23	S21	S1	S24	S39	S8	S31	S19	S12	S9	S22	S37	S29	S7	S32	S14	S4	S36	S5	S25	S27	S40	S33	S28	S6	S13
K00191: CO-methylating acetyl-CoA synthase [EC:2.3.1.169]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00190: carbon monoxide dehydrogenase / acetyl-CoA synthase subunit beta [EC:1.2.7.4 1.2.99.2 2.3.1.169]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00193: acetyl-CoA decarbonylase/synthase complex subunit beta [EC:2.3.1.-] or carbon-monoxide dehydrogenase beta subunit [EC:1.2.99.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00192: acetyl-CoA decarbonylase/synthase complex subunit alpha [EC:1.2.99.2] or carbon-monoxide dehydrogenase alpha subunit [EC:1.2.99.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00198: carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.99.2]	243	416	208	72	328	355	715	214	529	884	266	604	241	131	383	503	418	667	58	93	532	253	254	319	208	289	102	111	71	500	276	569	302	609	445	588	138	96
K06405: stage V sporulation protein AC	570	573	460	130	464	778	975	324	686	1204	494	889	351	343	555	695	528	902	65	156	813	365	405	658	854	447	195	172	147	796	475	988	325	801	578	783	193	174
K10109: maltose/maltodextrin transport system permease protein	70	444	82	12	137	118	161	101	80	559	95	279	60	100	95	154	157	28	74	53	75	86	56	113	134	62	57	69	213	230	242	845	87	267	39	214	330	91
K10108: maltose/maltodextrin transport system substrate-binding protein	202	526	165	38	246	298	412	166	317	814	232	562	181	147	315	495	303	177	81	82	265	156	155	229	265	139	102	74	237	419	290	1146	117	313	283	314	210	67
K10107: capsular polysaccharide transport system permease protein	2	8	6	8	5	1	4	8	4	0	13	0	0	0	4	4	7	14	0	4	20	27	14	6	3	27	18	0	0	4	11	0	0	2	2	4	2	10
K01828: None	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0
K01829: protein disulfide-isomerase [EC:5.3.4.1]	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	3	1	0	0	1	1	2	0	0	2	2	2	5	3
K01826: 5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]	0	15	14	74	2	21	19	16	4	90	3	18	27	74	3	81	1	0	188	5	3	0	70	0	10	29	109	211	93	40	10	35	25	1	50	0	243	327
K01825: 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	0	87	31	294	0	0	70	64	5	351	0	60	110	288	12	377	5	1	751	8	1	1	250	1	36	173	452	931	358	177	9	138	105	3	210	1	1295	1377
K01822: steroid delta-isomerase [EC:5.3.3.1]	55	21	147	149	156	35	33	151	97	54	86	12	102	86	100	77	71	54	144	37	54	127	117	61	31	84	138	44	97	31	112	66	10	64	108	69	23	2
K01823: isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	24	148	32	77	30	6	32	67	4	90	34	62	65	80	32	115	66	25	193	40	37	60	105	44	32	78	131	247	93	57	31	67	78	85	58	7	368	364
K01820: None	110	24	7	8	5	0	2	11	9	8	4	2	209	0	8	4	14	105	2	1	242	25	10	6	1	68	18	4	8	6	4	2	0	22	0	5	0	18
K01821: 4-oxalocrotonate tautomerase [EC:5.3.2.-]	17	8	103	96	137	43	41	106	84	66	25	17	35	104	71	62	47	46	148	46	26	22	119	72	50	16	65	18	180	44	69	9	85	37	61	64	86	39
K00999: CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00998: phosphatidylserine synthase [EC:2.7.8.8]	1157	1109	985	643	746	984	954	750	1015	1155	955	1076	1198	627	998	1028	1004	1156	682	410	1212	980	820	768	968	882	784	883	865	1041	1027	1164	654	1191	1139	1212	569	671
K00995: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	1594	1353	1423	685	1238	1663	1812	948	1431	2112	1174	1906	1322	903	1269	1479	1185	2114	670	1364	2091	1210	1196	1325	1844	1361	834	740	726	1545	1287	2152	1053	1647	1670	2127	892	873
K00997: holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	507	188	197	159	222	446	435	125	289	395	231	376	452	317	231	325	176	553	217	1066	706	153	284	349	470	388	242	385	274	255	88	120	243	137	454	622	529	506
K00996: undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]	17	33	14	28	18	101	46	16	15	13	47	88	19	24	29	38	29	24	4	11	18	19	19	14	125	14	18	14	95	55	24	14	24	16	19	23	9	2
K00991: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	1334	1402	1219	920	1194	1186	1397	1084	1366	1733	1254	1412	1114	828	1304	1218	1290	1422	878	1590	1413	1199	1049	1094	1143	1144	946	1046	996	1387	1378	1879	731	1448	1429	1458	794	740
K00990: [protein-PII] uridylyltransferase [EC:2.7.7.59]	118	58	45	79	9	113	80	26	11	109	78	100	260	96	60	147	67	116	197	22	254	25	122	29	54	145	128	274	132	48	52	35	298	36	65	53	399	415
K00992: None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0
K11028: vacuolating cytotoxin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02622: topoisomerase IV subunit B [EC:5.99.1.-]	605	609	603	728	627	374	339	672	520	353	621	408	758	544	581	501	623	462	706	1285	533	670	574	472	332	583	642	832	736	484	659	521	617	557	529	426	542	613
K02625: MFS transporter, MHS family, dicarboxylic acid transporter PcaT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03564: peroxiredoxin Q/BCP [EC:1.11.1.15]	1028	895	800	799	821	716	822	773	865	1270	873	843	1180	664	818	703	831	790	757	425	951	801	724	676	608	738	749	901	888	799	1052	1153	739	1091	695	1078	673	641
K13489: chemotaxis-related protein WspD	105	18	1	0	2	1	4	2	4	2	0	1	209	0	7	1	0	100	2	1	237	14	8	1	4	66	0	4	1	1	7	0	1	2	1	3	6	21
K13488: chemotaxis-related protein WspB	105	18	1	0	2	1	4	2	4	2	0	1	209	0	7	1	0	100	2	1	237	14	8	1	4	66	0	4	1	1	7	0	1	2	1	3	6	21
K13483: xanthine dehydrogenase YagT iron-sulfur-binding subunit	0	14	5	1	2	1	7	6	1	2	0	8	1	0	0	15	1	0	1	3	1	0	17	1	10	25	7	41	1	12	15	1	1	2	5	4	196	51
K13482: xanthine dehydrogenase large subunit [EC:1.17.1.4]	1	0	1	0	3	1	5	2	1	3	0	1	0	0	0	5	0	0	0	1	0	0	12	1	4	2	0	0	1	1	10	0	1	2	6	2	7	6
K13481: xanthine dehydrogenase small subunit [EC:1.17.1.4]	1	0	1	0	3	1	5	2	1	3	0	1	0	0	0	5	0	0	0	1	0	0	12	1	4	2	0	0	1	1	10	0	1	2	6	2	7	6
K13480: xanthine dehydrogenase iron-sulfur-binding subunit	2	18	10	6	5	0	2	12	4	0	4	7	0	0	1	16	8	5	0	1	4	10	7	5	0	25	25	41	0	14	4	0	0	2	2	3	187	33
K13487: methyl-accepting chemotaxis protein WspA	105	18	1	0	2	1	4	2	4	0	0	1	209	0	7	1	0	100	2	0	237	14	6	1	4	66	0	4	1	1	5	0	1	2	0	3	6	18
K13486: chemotaxis protein methyltransferase WspC	105	18	1	0	2	1	4	2	4	2	0	1	209	0	7	1	0	100	2	1	237	14	8	1	4	66	0	4	1	1	7	0	1	2	1	3	6	21
K14680: RNA ligase [EC:6.5.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14681: argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14682: amino-acid N-acetyltransferase [EC:2.3.1.1]	105	43	9	74	2	1	22	17	4	90	0	18	236	75	11	99	1	101	190	947	237	15	71	2	13	115	115	317	91	48	10	35	27	3	55	3	356	372
K08358: tetrathionate reductase subunit B	4	6	32	75	2	4	16	10	4	85	10	5	27	72	8	67	0	24	188	8	17	23	63	4	11	29	109	169	104	29	4	34	25	5	46	0	53	289
K08357: tetrathionate reductase subunit A	4	7	32	77	8	4	18	11	4	85	10	8	27	72	9	68	0	24	188	8	17	26	68	4	11	33	111	169	104	32	6	39	25	5	46	4	53	289
K08356: arsenite oxidase large subunit [EC:1.20.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08355: arsenite oxidase small subunit [EC:1.20.98.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03469: ribonuclease HI [EC:3.1.26.4]	1207	1173	1170	847	1082	1434	1396	1006	1227	1492	1113	1395	1129	917	1178	1291	1126	1428	773	1455	1390	1065	1088	1154	1632	1082	877	1023	1029	1363	1190	1306	920	1326	1373	1570	725	752
K03462: nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03464: muconolactone D-isomerase [EC:5.3.3.4]	0	0	0	0	2	1	2	2	1	3	0	0	0	0	0	3	0	0	0	0	0	0	10	0	1	0	0	0	1	1	6	0	1	0	3	1	1	1
K03465: thymidylate synthase (FAD) [EC:2.1.1.148]	449	108	111	29	85	201	169	52	111	147	125	186	95	161	93	69	67	178	2	1000	174	92	67	284	235	98	86	100	58	52	53	298	102	78	40	156	130	48
K03466: DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	1287	1076	1143	849	1070	1307	1349	944	1275	1490	1117	1281	1142	802	1193	1216	1136	1440	787	1496	1356	1015	1079	952	1186	1019	834	996	907	1281	1149	1253	991	1241	1383	1499	628	723
K01648: ATP citrate (pro-S)-lyase [EC:2.3.3.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01649: 2-isopropylmalate synthase [EC:2.3.3.13]	1351	1217	1167	856	1119	1299	1311	1017	1288	1579	970	1367	1371	911	1080	1243	1075	1630	776	2259	1668	1102	1104	1105	1296	1136	887	1074	1018	1304	1165	1546	938	1339	1410	1611	786	750
K01643: citrate lyase subunit alpha / citrate CoA-transferase [EC:4.1.3.6 2.8.3.10] or citrate lyase subunit alpha [EC:4.1.3.6]	100	154	227	127	153	337	288	123	177	496	236	395	130	260	206	251	254	308	203	1102	459	102	271	183	348	334	161	402	352	394	168	135	459	242	112	101	656	507
K01640: hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]	4	10	9	15	12	21	14	5	6	21	3	12	9	4	6	14	2	4	1	3	4	20	32	3	33	21	7	2	3	32	45	15	13	15	8	11	17	16
K01641: hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	1	3	7	1	4	3	9	1	1	5	1	2	1	4	3	4	1	2	5	20	1	1	5	2	4	2	3	3	0	2	3	7	50	1	3	0	15	13
K01646: citrate lyase subunit gamma [EC:4.1.3.6]	16	46	42	13	16	116	77	32	20	149	124	152	28	46	64	51	118	34	7	107	60	32	56	34	60	83	19	60	226	48	43	14	309	97	8	51	216	111
K01647: citrate synthase [EC:2.3.3.1]	1546	1415	1332	893	1336	1540	1752	1134	1589	2320	1053	1781	1220	950	1197	1618	1304	1932	781	1304	1833	1164	1146	1327	1628	1246	901	1084	1050	1764	1325	2063	606	1729	1951	2178	658	754
K01644: citrate lyase subunit beta [EC:4.1.3.6] or citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.6 4.1.3.34]	158	438	254	237	174	408	354	212	190	589	281	408	322	445	242	446	410	375	393	1121	520	177	429	214	410	424	380	607	744	611	220	171	660	317	190	113	843	850
K02597: nitrogen fixation protein NifZ	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	4	1	3	1	0	0	81	1	3	0	0	2	0	2	5	0
K02626: arginine decarboxylase [EC:4.1.1.19]	13	30	17	6	7	7	9	8	30	0	22	12	4	3	3	4	4	18	3	9	10	32	4	10	11	8	51	1	5	5	70	167	1	26	14	6	0	0
K02595: nitrogen fixation protein NifW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K02594: homocitrate synthase NifV	58	19	8	4	10	60	56	9	72	2	23	34	23	21	67	6	8	81	3	13	47	30	46	12	15	16	8	8	140	0	1	3	21	17	77	42	68	9
K02593: nitrogen fixation protein NifT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	80	0	1	0	0	0	0	1	0	0
K02592: nitrogenase molybdenum-iron protein NifN	27	18	7	2	10	58	8	8	70	1	20	28	23	19	64	3	8	79	2	10	45	22	48	12	15	15	7	7	86	0	1	3	3	1	72	43	43	4
K02591: nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	130	22	13	3	13	116	16	16	140	2	37	30	46	21	121	8	15	144	4	18	96	43	95	17	30	29	14	13	89	0	2	6	3	2	143	82	44	5
K02590: nitrogen regulatory protein PII 2	58	62	28	4	39	91	38	32	89	92	52	79	52	33	108	43	36	120	3	14	73	34	63	22	98	30	24	20	23	44	26	251	17	12	76	58	49	6
K02598: nitrite transporter NirC	68	168	86	55	111	98	235	45	126	561	98	239	61	68	77	66	103	73	43	34	68	54	38	85	47	38	47	106	174	156	227	458	140	272	99	221	326	50
K02849: heptosyltransferase III [EC:2.4.-.-]	111	53	32	77	7	84	74	24	3	85	76	65	256	87	51	120	64	116	190	13	249	25	93	19	45	140	122	260	122	46	43	35	284	32	51	50	361	407
K14061: universal stress protein F	0	35	14	220	0	0	50	34	0	255	0	30	82	216	9	241	2	1	563	2	0	0	188	1	27	81	322	608	108	111	5	103	77	3	140	0	558	956
K14062: outer membrane protein N	0	24	8	73	0	0	17	15	0	85	0	16	27	72	3	93	1	0	188	3	0	0	63	0	9	48	114	241	90	46	2	34	26	1	50	0	350	354
K14063: AraC family transcriptional regulator, positive regulator of tynA and feaB	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	187	35
K14064: universal stress protein C	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	193	35
K14065: universal stress protein D	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	0	0	0	0	0	0	22	7	41	0	10	0	0	0	0	2	0	187	32
K14067: malate-CoA ligase subunit beta [EC:6.2.1.9]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4
K02841: heptosyltransferase I [EC:2.4.-.-]	112	53	35	78	8	85	77	25	4	88	76	73	257	96	58	146	64	116	197	14	250	25	115	24	49	143	127	260	123	48	47	35	298	35	60	52	396	410
K02840: UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02843: heptosyltransferase II [EC:2.4.-.-]	103	118	149	125	63	212	127	98	93	87	190	386	129	209	121	218	179	124	206	54	152	49	204	89	271	145	289	271	271	178	144	196	355	85	87	102	409	485
K02844: UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]	107	47	15	80	5	0	20	25	8	85	4	16	236	72	11	101	8	105	189	3	241	24	70	6	9	116	132	245	90	50	6	34	26	3	50	4	350	370
K02847: O-antigen ligase [EC:6.-.-.-]	0	24	8	73	0	0	18	15	0	85	0	16	27	72	3	97	1	0	188	1	0	0	63	0	9	48	114	241	10	46	1	34	26	1	50	0	350	351
K02846: N-methyl-L-tryptophan oxidase [EC:1.5.3.-]	0	14	4	0	0	0	1	4	0	0	0	7	0	0	0	17	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	193	35
K02102: arabinose operon protein AraM	35	13	57	19	34	58	152	12	86	297	42	87	33	24	31	4	43	21	6	20	32	21	19	49	14	13	20	49	20	59	119	151	32	188	65	173	9	4
K09758: aspartate 4-decarboxylase [EC:4.1.1.12]	195	513	400	506	453	231	117	488	345	217	214	278	378	364	254	298	359	228	366	62	188	559	329	303	215	344	398	82	565	387	454	469	314	409	353	302	198	184
K06039: uncharacterized protein involved in oxidation of intracellular sulfur	0	24	10	73	0	0	18	15	0	86	0	23	28	84	12	119	2	1	195	5	1	0	84	6	10	50	120	242	90	47	2	35	41	2	59	0	380	351
K06034: sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4
K06036: None	8	14	2	1	8	0	0	6	1	13	5	1	0	0	4	0	1	15	0	0	7	2	0	7	0	2	0	0	0	1	3	2	0	1	0	3	0	1
K06037: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06032: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01581: ornithine decarboxylase [EC:4.1.1.17]	59	117	93	83	28	431	167	52	34	99	202	269	105	153	151	232	153	65	197	51	55	44	167	60	411	133	161	285	219	196	150	35	566	74	65	142	415	442
K02702: photosystem I 4.8kDa protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02659: twitching motility protein PilI	0	0	1	0	1	1	4	2	1	5	0	1	0	0	0	1	0	0	0	1	0	1	3	1	4	2	0	0	2	1	5	0	0	2	5	1	7	3
K13490: two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE	105	18	1	0	2	1	4	2	4	2	0	1	209	0	7	1	0	100	2	1	237	14	8	1	4	66	0	4	1	1	7	0	1	2	1	3	6	21
K13491: two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]	105	18	1	0	2	1	4	2	4	2	0	1	209	0	7	1	0	100	2	1	237	14	8	1	4	66	0	4	1	1	7	0	1	2	1	3	6	21
K03644: lipoic acid synthetase [EC:2.8.1.8]	628	582	430	561	472	240	134	514	430	290	257	300	640	428	262	399	391	419	554	194	469	527	458	325	256	456	499	663	678	452	509	440	291	454	404	334	492	533
K03645: negative modulator of initiation of replication	0	24	10	73	0	0	19	15	0	86	0	23	28	84	12	123	2	1	195	5	1	0	84	6	10	50	120	242	90	47	2	35	41	2	59	0	380	351
K03646: colicin import membrane protein	9	43	55	88	19	129	84	35	14	88	91	89	48	96	58	150	74	30	197	23	40	41	131	31	51	110	148	266	135	55	57	40	298	38	65	58	399	398
K03647: protein involved in ribonucleotide reduction	13	40	31	78	12	49	72	28	12	117	39	68	39	84	19	108	5	14	201	45	6	14	68	13	19	53	127	272	106	55	7	45	102	11	71	7	397	368
K03640: peptidoglycan-associated lipoprotein	218	142	138	193	83	99	208	138	95	95	413	177	168	136	288	220	248	129	209	229	102	255	232	127	68	236	311	312	147	58	260	345	309	112	177	107	406	403
K03641: TolB protein	139	50	41	92	25	85	81	33	12	91	90	73	60	96	55	149	70	65	196	20	34	38	147	31	52	105	146	257	123	52	54	35	299	38	67	83	399	401
K03642: rare lipoprotein A	137	131	63	123	28	96	180	59	80	98	314	164	263	115	235	165	201	175	200	1132	290	148	144	116	58	212	203	356	132	57	169	282	308	78	114	66	403	424
K03643: LPS-assembly lipoprotein	6	34	35	78	9	85	79	25	1	91	76	73	48	96	52	147	64	16	196	17	13	11	123	25	52	79	128	257	123	49	50	35	299	36	65	52	399	400
K03648: uracil-DNA glycosylase [EC:3.2.2.-] or uracil-DNA glycosylase [EC:3.2.2.27]	1132	1235	1415	1074	1280	1128	1247	1173	1370	1637	1262	1450	1069	927	1248	1330	1274	1248	954	552	1117	1418	1166	1085	1127	1111	1098	987	1066	1320	1480	1861	865	1526	1424	1476	736	697
K03649: TDG/mug DNA glycosylase family protein [EC:3.2.2.-]	3	16	5	1	0	0	1	5	1	2	3	7	0	0	2	21	3	4	1	3	4	2	3	0	0	23	7	42	81	11	3	0	1	0	5	1	195	71
K06694: 26S proteasome non-ATPase regulatory subunit 10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11814: multidrug resistance protein EbrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12428: fatty acid CoA ligase FadD32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K12429: fatty acid CoA ligase FadD36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12422: long chain fatty acid CoA ligase FadD10 [EC:6.2.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12423: fatty acid CoA ligase FadD21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12420: ketoreductase [EC:1.1.1.-] or ketoacyl reductase [EC:1.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12421: fatty acid CoA ligase FadD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12426: long chain fatty acid CoA FadD26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12427: fatty acid CoA ligase FadD28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12424: fatty acid CoA ligase FadD22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12425: fatty acid CoA ligase FadD23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07349: minor fimbrial subunit	0	35	12	147	0	0	34	26	0	170	0	25	55	144	6	174	2	1	376	4	0	0	125	1	18	75	221	442	260	82	6	69	53	2	98	0	506	668
K07348: minor fimbrial subunit	0	24	8	73	0	0	17	15	0	85	0	16	27	72	3	93	1	0	188	3	0	0	63	0	9	48	114	241	90	46	2	34	26	1	50	0	350	354
K05380: phycoerythrin-associated linker protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07345: major type 1 subunit fimbrin (pilin)	0	98	39	441	5	2	109	79	3	512	0	75	164	432	18	514	5	1	1127	12	1	1	405	4	59	207	659	1297	458	244	30	207	157	7	288	4	1529	1995
K07344: type IV secretion system protein TrbL	4	4	6	6	6	1	3	8	4	2	5	27	0	0	1	3	8	5	0	4	4	10	20	6	7	3	19	0	0	4	11	2	7	2	1	5	1	11
K07347: outer membrane usher protein	0	111	43	442	4	2	111	85	4	512	1	83	164	432	18	523	6	1	1128	16	2	1	396	4	62	230	666	1338	698	254	29	208	157	9	295	5	1715	2025
K07346: fimbrial chaperone protein	0	49	20	221	2	1	58	41	2	258	1	39	82	216	9	260	3	1	564	6	1	1	195	3	34	107	330	649	191	123	13	104	79	7	148	3	769	995
K07341: death on curing protein	123	76	64	82	40	39	45	37	25	182	33	82	244	104	46	97	32	151	191	21	267	39	90	19	30	99	144	216	93	76	29	280	55	18	55	18	212	348
K07340: hypothetical protein	2	29	16	80	5	1	20	25	5	89	4	23	28	81	12	125	8	6	195	6	4	10	91	11	13	53	137	242	91	50	6	35	41	4	63	4	380	354
K07343: DNA transformation protein and related proteins	233	240	106	105	185	104	164	127	122	295	60	226	290	144	122	192	173	357	209	33	565	102	198	173	175	364	183	278	169	187	83	155	83	140	154	69	441	538
K07342: protein transport protein SEC61 subunit gamma and related proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06968: ribosomal RNA large subunit methyltransferase M [EC:2.1.1.-]	108	47	17	80	5	1	20	25	8	86	4	23	237	81	19	126	8	106	196	6	241	24	88	11	10	118	137	245	91	50	6	35	41	4	59	4	380	370
K06969: putative SAM-dependent methyltransferase or ribosomal RNA large subunit methyltransferase I [EC:2.1.1.-]	1766	1420	1298	841	1378	1673	2002	1155	1747	2300	1450	1864	1966	1066	1530	1568	1554	2118	606	1575	2679	1268	1131	1621	1630	1593	873	1257	1025	1697	1385	1941	1094	1747	1656	1975	606	605
K06962: None	163	54	74	11	51	113	90	17	65	26	55	107	278	31	48	82	9	193	7	28	272	55	50	28	122	93	31	17	103	58	30	25	121	24	12	83	86	34
K06963:  or tRNA acetyltransferase TAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06960: None	716	641	566	148	489	944	1081	345	731	1243	551	1025	599	388	602	743	571	1062	82	1161	1102	425	458	689	996	562	250	272	277	859	514	1018	395	820	819	1126	231	206
K06961: ribosomal RNA assembly protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06966: None	1025	1179	1005	1180	1042	696	589	1221	890	917	813	835	1312	1095	751	792	991	1100	1184	1480	1062	1170	927	906	750	1043	1128	1124	1284	1112	1042	997	591	1182	965	1022	670	1020
